sentence,compound,positive,negative,neutral,label,title
"If you wish to charge a fee or distribute a Project Gutenberg-tm electronic work or group of works on different terms than are set forth in this agreement, you must obtain permission in writing from both the Project Gutenberg Literary Archive Foundation and Michael Hart, the owner of the Project Gutenberg-tm trademark.",0.7543,0.118,0.0,0.882,positive,The Square Root of 2
Contact the Foundation as set forth in Section 3 below.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
1.F.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
1.F.1.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"Project Gutenberg volunteers and employees expend considerable effort to identify, do copyright research on, transcribe and proofread public domain works in creating the Project Gutenberg-tm collection.",0.296,0.081,0.0,0.919,positive,The Square Root of 2
"Despite these efforts, Project Gutenberg-tm electronic works, and the medium on which they may be stored, may contain ""Defects,"" such as, but not limited to, incomplete, inaccurate or corrupt data, transcription errors, a copyright or other intellectual property infringement, a defective or damaged disk or other medium, a computer virus, or computer codes that damage or cannot be read by your equipment.",-0.93,0.083,0.248,0.669,negative,The Square Root of 2
1.F.2.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"LIMITED WARRANTY, DISCLAIMER OF DAMAGES - Except for the ""Right of Replacement or Refund"" described in paragraph 1.F.3, the Project Gutenberg Literary Archive Foundation, the owner of the Project Gutenberg-tm trademark, and any other party distributing a Project Gutenberg-tm electronic work under this agreement, disclaim all liability to you for damages, costs and expenses, including legal fees.",-0.4617,0.119,0.164,0.717,negative,The Square Root of 2
"YOU AGREE THAT YOU HAVE NO REMEDIES FOR NEGLIGENCE, STRICT LIABILITY, BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSE PROVIDED IN PARAGRAPH F3.",-0.128,0.091,0.145,0.764,negative,The Square Root of 2
"YOU AGREE THAT THE FOUNDATION, THE TRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE LIABLE TO YOU FOR ACTUAL, DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE OR INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH DAMAGE.",-0.5719,0.114,0.188,0.699,negative,The Square Root of 2
1.F.3.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"LIMITED RIGHT OF REPLACEMENT OR REFUND - If you discover a defect in this electronic work within 90 days of receiving it, you can receive a refund of the money (if any) you paid for it by sending a written explanation to the person you received the work from.",-0.6166,0.0,0.105,0.895,negative,The Square Root of 2
"If you received the work on a physical medium, you must return the medium with your written explanation.",0.0,0.0,0.0,1.0,neutral,The Square Root of 2
The person or entity that provided you with the defective work may elect to provide a replacement copy in lieu of a refund.,-0.4404,0.0,0.127,0.873,negative,The Square Root of 2
"If you received the work electronically, the person or entity providing it to you may choose to give you a second opportunity to receive the work electronically in lieu of a refund.",0.4215,0.088,0.0,0.912,positive,The Square Root of 2
"If the second copy is also defective, you may demand a refund in writing without further opportunities to fix the problem.",-0.8065,0.0,0.367,0.633,negative,The Square Root of 2
1.F.4.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"Except for the limited right of replacement or refund set forth in paragraph 1.F.3, this work is provided to you 'AS-IS' WITH NO OTHER WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTIBILITY OR FITNESS FOR ANY PURPOSE.",0.7725,0.177,0.066,0.757,positive,The Square Root of 2
1.F.5.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
Some states do not allow disclaimers of certain implied warranties or the exclusion or limitation of certain types of damages.,-0.5812,0.155,0.33,0.515,negative,The Square Root of 2
"If any disclaimer or limitation set forth in this agreement violates the law of the state applicable to this agreement, the agreement shall be interpreted to make the maximum disclaimer or limitation permitted by the applicable state law.",0.6757,0.221,0.151,0.628,positive,The Square Root of 2
The invalidity or unenforceability of any provision of this agreement shall not void the remaining provisions.,0.5789,0.2,0.0,0.8,positive,The Square Root of 2
1.F.6.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"INDEMNITY - You agree to indemnify and hold the Foundation, the trademark owner, any agent or employee of the Foundation, anyone providing copies of Project Gutenberg-tm electronic works in accordance with this agreement, and any volunteers associated with the production, promotion and distribution of Project Gutenberg-tm electronic works, harmless from all liability, costs and expenses, including legal fees, that arise directly or indirectly from any of the following which you do or cause to occur: (a) distribution of this or any Project Gutenberg-tm work, (b) alteration, modification, or additions or deletions to any Project Gutenberg-tm work, and (c) any Defect you cause.",0.6757,0.089,0.039,0.872,positive,The Square Root of 2
Section 2.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"Information about the Mission of Project Gutenberg-tm Project Gutenberg-tm is synonymous with the free distribution of electronic works in formats readable by the widest variety of computers including obsolete, old, middle-aged and new computers.",0.2732,0.088,0.059,0.853,positive,The Square Root of 2
It exists because of the efforts of hundreds of volunteers and donations from people in all walks of life.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"Volunteers and financial support to provide volunteers with the assistance they need, is critical to reaching Project Gutenberg-tm's goals and ensuring that the Project Gutenberg-tm collection will remain freely available for generations to come.",0.7351,0.233,0.056,0.711,positive,The Square Root of 2
"In 2001, the Project Gutenberg Literary Archive Foundation was created to provide a secure and permanent future for Project Gutenberg-tm and future generations.",0.5267,0.18,0.0,0.82,positive,The Square Root of 2
"To learn more about the Project Gutenberg Literary Archive Foundation and how your efforts and donations can help, see Sections 3 and 4 and the Foundation web page at http://www.pglaf.org.",0.4019,0.091,0.0,0.909,positive,The Square Root of 2
Section 3.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
Information about the Project Gutenberg Literary Archive Foundation The Project Gutenberg Literary Archive Foundation is a non profit 501(c)(3) educational corporation organized under the laws of the state of Mississippi and granted tax exempt status by the Internal Revenue Service.,0.6486,0.149,0.0,0.851,positive,The Square Root of 2
The Foundation's EIN or federal tax identification number is 64-6221541.,0.0772,0.126,0.0,0.874,positive,The Square Root of 2
Its 501(c)(3) letter is posted at http://pglaf.org/fundraising.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
Contributions to the Project Gutenberg Literary Archive Foundation are tax deductible to the full extent permitted by U.S. federal laws and your state's laws.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"The Foundation's principal office is located at 4557 Melan Dr. S. Fairbanks, AK, 99712., but its volunteers and employees are scattered throughout numerous locations.",0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"Its business office is located at 809 North 1500 West, Salt Lake City, UT 84116, (801) 596-1887, email business@pglaf.org.",0.0,0.0,0.0,1.0,neutral,The Square Root of 2
Email contact links and up to date contact information can be found at the Foundation's web site and official page at http://pglaf.org For additional contact information: Dr. Gregory B. Newby Chief Executive and Director gbnewby@pglaf.org Section 4.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
Information about Donations to the Project Gutenberg Literary Archive Foundation Project Gutenberg-tm depends upon and cannot survive without wide spread public support and donations to carry out its mission of increasing the number of public domain and licensed works that can be freely distributed in machine readable form accessible by the widest array of equipment including outdated equipment.,0.7096,0.111,0.0,0.889,positive,The Square Root of 2
"Many small donations ($1 to $5,000) are particularly important to maintaining tax exempt status with the IRS.",0.3597,0.189,0.0,0.811,positive,The Square Root of 2
The Foundation is committed to complying with the laws regulating charities and charitable donations in all 50 states of the United States.,0.8689,0.375,0.0,0.625,positive,The Square Root of 2
"Compliance requirements are not uniform and it takes a considerable effort, much paperwork and many fees to meet and keep up with these requirements.",0.0,0.0,0.0,1.0,neutral,The Square Root of 2
We do not solicit donations in locations where we have not received written confirmation of compliance.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"To SEND DONATIONS or determine the status of compliance for any particular state visit http://pglaf.org While we cannot and do not solicit contributions from states where we have not met the solicitation requirements, we know of no prohibition against accepting unsolicited donations from donors in such states who approach us with offers to donate.",0.1027,0.046,0.039,0.915,positive,The Square Root of 2
"International donations are gratefully accepted, but we cannot make any statements concerning tax treatment of donations received from outside the United States.",0.743,0.278,0.0,0.722,positive,The Square Root of 2
U.S. laws alone swamp our small staff.,-0.25,0.0,0.25,0.75,negative,The Square Root of 2
Please check the Project Gutenberg Web pages for current donation methods and addresses.,0.3182,0.161,0.0,0.839,positive,The Square Root of 2
"Donations are accepted in a number of other ways including including checks, online payments and credit card donations.",0.6124,0.3,0.0,0.7,positive,The Square Root of 2
"To donate, please visit: http://pglaf.org/donate Section 5.",0.3182,0.277,0.0,0.723,positive,The Square Root of 2
General Information About Project Gutenberg-tm electronic works.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
Professor Michael S. Hart is the originator of the Project Gutenberg-tm concept of a library of electronic works that could be freely shared with anyone.,0.6486,0.194,0.0,0.806,positive,The Square Root of 2
"For thirty years, he produced and distributed Project Gutenberg-tm eBooks with only a loose network of volunteer support.",0.1027,0.135,0.115,0.75,positive,The Square Root of 2
"Project Gutenberg-tm eBooks are often created from several printed editions, all of which are confirmed as Public Domain in the U.S. unless a copyright notice is included.",0.25,0.074,0.0,0.926,positive,The Square Root of 2
"Thus, we do not necessarily keep eBooks in compliance with any particular paper edition.",0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"Most people start at our Web site which has the main PG search facility: http://www.gutenberg.net This Web site includes information about Project Gutenberg-tm, including how to make donations to the Project Gutenberg Literary Archive Foundation, how to help produce our new eBooks, and how to subscribe to our email newsletter to hear about new eBooks.",0.4019,0.048,0.0,0.952,positive,The Square Root of 2
