sentence,compound,positive,negative,neutral,label,title
And is it not natural to seek that material among the largest literary apparitions of the age?,-0.2755,0.0,0.117,0.883,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It is my opinion, then, that the four great authors discussed in the following pages stand, respectively, for the determining strains in a great upsetting movement, and that in the aggregate they bring to view the composite mental and moral impulsion of the times.",0.743,0.197,0.098,0.705,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Through such forceful articulations of current movements the more percipient class of readers have for a long time been enabled to foresense, in a manner, the colossal reconstruction of society which needs must follow this monstrous, but presumably final, clash between the irreconcilable elements in the contrasted principles of right and might, the masses and the monarchs.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"However, the gathering together of Maeterlinck, Nietzsche, Strindberg, and Tolstoy under the hospitality of a common book-cover permits of a supplementary explanation on the ground of a certain fundamental likeness far stronger than their only too obvious diversities.",0.5719,0.125,0.0,0.875,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"They are, one and all, radicals in thought, and, with differing strength of intention, reformers of society, inasmuch as their speculations and aspirations are relevant to practical problems of living.",0.128,0.094,0.08,0.826,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"And yet what gives them such a durable hold on our attention is not their particular apostolate, but the fact that their artistic impulses ascend from the subliminal regions of the inner life, and that their work somehow brings one into touch with the hidden springs of human action and human fate.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"This means, in effect, that all of them are mystics by original cast of mind and that notwithstanding any difference, however apparently violent, of views and theories, they follow the same introspective path towards the recognition and interpretation of the law of life.",-0.3818,0.049,0.083,0.869,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
From widely separated ethical premises they thus arrive at an essentially uniform appraisal of personal happiness as a function of living.,0.7845,0.277,0.0,0.723,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"To those readers who are not disposed to grant the validity of the explanations I have offered, perhaps equality of rank in artistic importance may seem a sufficient criterion for the association of authors, and, apart from all sociologic and philosophic considerations, they may be willing to accept my somewhat arbitrary selection on this single count.",0.457,0.088,0.036,0.876,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"O. H. April, 1918.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"CONTENTS PAGE I Maurice Maeterlinck: a study in Mysticism 3 II August Strindberg: a study in Eccentricity 71 III Friedrich Nietzsche: a study in Exaltation 109 IV Leo Tolstoy: a study in Revivalism 161 MAURICE MAETERLINCK I THE MYSTICISM OF MAURICE MAETERLINCK Under the terrific atmospheric pressure that has been torturing the civilization of the entire world since the outbreak of the greatest of wars, contemporary literature of the major cast appears to have gone into decline.",-0.3612,0.089,0.119,0.792,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Even the comparatively few writers recognized as possessing talents of the first magnitude have given way to that pressure and have shrunk to minor size, so that it may be seriously questioned, to say the least, whether during the past forty months or so a single literary work of outstanding and sustained grandeur has been achieved anywhere.",0.7964,0.158,0.081,0.761,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"That the effect of the universal embattlement upon the art of letters should be, in the main, extremely depressing, is quite natural; but the conspicuous loss of breadth and poise in writers of the first order seems less in accordance with necessity,--at least one might expect a very superior author to rise above that necessity.",0.4921,0.114,0.079,0.807,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
In any case it is very surprising that it should be a Belgian whose literary personality is almost unique in having remained exempt from the general abridgment of spiritual stature.,0.4201,0.123,0.0,0.877,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It is true that Maurice Maeterlinck, the most eminent literary figure in his sadly stricken country and of unsurpassed standing among the contemporary masters of French letters, has, since the great catastrophe, won no new laurels as a dramatist; and that in the other field cultivated by him, that of the essay, his productiveness has been anything but prolific.",-0.1406,0.103,0.126,0.771,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"But in his case one is inclined to interpret reticence as an eloquent proof of a singularly heroic firmness of character at a time when on both sides of the great divide which now separates the peoples, the cosmopolitan trend of human advance has come to a temporary halt, and the nations have relapsed from their laboriously attained degree of world-citizenship into the homelier, but more immediately virtuous, state of traditional patriotism.",0.9556,0.191,0.0,0.809,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
It is a military necessity as well as a birthright of human nature that at a time like the present the patriot is excused from any pharisaical profession of loving his enemy.,0.6124,0.23,0.095,0.676,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Before the war, Maeterlinck's writings were animated by humanitarian sympathies of the broadest catholicity.",-0.5994,0.0,0.231,0.769,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"He even had a peculiar affection for the Germans, because doubtless he perceived the existence of a strong kinship between certain essential traits in his spiritual composition and the fundamental tendencies of German philosophy and art.",0.8834,0.298,0.0,0.702,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"But when Belgium was lawlessly invaded, her ancient towns heinously destroyed, her soil laid waste and drenched with the blood of her people, Maeterlinck, as a son of Belgium, learned to hate the Germans to the utmost of a wise and temperate man's capacity for hatred, and in his war papers collected in Les Débris de la Guerre , (1916), (1) which ring with the passionate impulse of the patriot, his outraged sense of justice prevails over the disciplined self-command of the stoic.",-0.9559,0.118,0.256,0.627,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"He refuses to acquiesce in the lenient discrimination between the guilty Government of Germany and her innocent population: ""It is not true that in this gigantic crime there are innocent and guilty, or degrees of guilt.",-0.7672,0.142,0.279,0.578,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"They stand on one level, all those who have taken part in it….",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It is, very simply, the German, from one end of his country to the other, who stands revealed as a beast of prey which the firm will of our planet finally repudiates.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
We have here no wretched slaves dragged along by a tyrant king who alone is responsible.,-0.2732,0.123,0.289,0.588,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Nations have the government which they deserve, or rather, the government which they have is truly no more than the magnified and public projection of the private morality and mentality of the nation….",0.1779,0.08,0.061,0.859,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
No nation can be deceived that does not wish to be deceived; and it is not intelligence that Germany lacks….,-0.8959,0.0,0.461,0.539,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
No nation permits herself to be coerced to the one crime that man cannot pardon.,-0.8467,0.0,0.48,0.52,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It is of her own accord that she hastens towards it; her chief has no need to persuade, it is she who urges him on.""",-0.296,0.0,0.084,0.916,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
(2) Such a condemnatory tirade against the despoilers of his fair homeland was normally to be expected from a man of Maeterlinck's depth of feeling.,0.4215,0.153,0.0,0.847,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
The unexpected thing that happened not long after was that the impulsive promptings of justice and patriotism put themselves into harmony with the guiding principles of his entire moral evolution.,0.7269,0.179,0.0,0.821,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The integrity of his philosophy of life, the sterling honesty of his teachings, were thus loyally sealed with the very blood of his heart.--""Before closing this book,"" he says in the Epilogue, (3) ""I wish to weigh for the last time in my conscience the words of hatred and malediction which it has made me speak in spite of myself.""",0.4588,0.158,0.104,0.738,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"And then, true prophet that he is, he speaks forth as a voice from the future, admonishing men to prepare for the time when the war is over.",-0.2732,0.088,0.123,0.789,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
What saner advice could at this critical time be given the stay-at-homes than that they should follow the example of the men who return from the trenches?,-0.3869,0.0,0.092,0.908,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""They detest the enemy,"" says he, ""but they do not hate the man.",0.612,0.25,0.0,0.75,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"They recognize in him a brother in misfortune who, like themselves, is submitting to duties and laws which, like themselves, he too believes lofty and necessary.""",0.6124,0.179,0.0,0.821,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"On the other hand, too, not many have sensed as deeply as has Maeterlinck the grandeur to which humanity has risen through the immeasurable pathos of the war.",0.4019,0.186,0.11,0.704,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""Setting aside the unpardonable aggression and the inexpiable violation of the treaties, this war, despite its insanity, has come near to being a bloody but magnificent proof of greatness, heroism, and the spirit of sacrifice.""",0.8457,0.298,0.172,0.53,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"And from his profound anguish over the fate of his beloved Belgium this consolation is wrung: ""If it be true, as I believe, that humanity is worth just as much as the sum total of latent heroism which it contains, then we may declare that humanity was never stronger nor more exemplary than now and that it is at this moment reaching one of its highest points and capable of braving everything and hoping everything.",0.8983,0.211,0.068,0.722,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"And it is for this reason that, despite our present sadness, we are entitled to congratulate ourselves and to rejoice.""",0.7721,0.312,0.0,0.688,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Altogether, Maeterlinck's thoughts and actions throughout this yet unfinished mighty fate-drama of history challenge the highest respect for the clarity of his intellect and the profoundness of his humanity.",0.8442,0.288,0.0,0.712,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
The appalling disaster that has befallen the Belgian people is sure to stamp their national character with indelible marks; so that it is safe to predict that never again will the type of civilization which before the war reigned in the basins of the Meuse and the Scheldt reëstablish itself in its full peculiarity and distinctiveness which was the result of a unique coagency of Germanic and Romanic ingredients of culture.,-0.6908,0.084,0.129,0.787,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Yet in the amalgam of the two heterogeneous elements a certain competitive antithesis had survived, and manifested itself, in the individual as in the national life at large, in a number of unreconciled temperamental contrasts, and in the fundamental unlikeness exhibited in the material and the spiritual activities.",0.7506,0.167,0.0,0.833,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Witness the contrast between the bustling aggressiveness in the province of practical affairs and the metaphysical drift of modern Flemish art.,-0.4215,0.0,0.123,0.877,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"To any one familiar with the visible materialism of the population in its external mode of living it may have seemed strange to notice how sedulously a numerous set among the younger artists of the land were facing away from their concrete environment, as though to their over-sensitive nervous system it were irremediably offensive.",-0.7096,0.0,0.121,0.879,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The vigorous solidity of Constantin Meunier, the great plastic interpreter of the ""Black Country"" of Belgium, found but few wholehearted imitators among the sculptors, while among the painters that robust terrestrialism of which the work of a Rubens or Teniers and their countless disciples was the artistic upshot, was almost totally relinquished, and linear firmness and colorful vitality yielded the day to pallid, discarnately decorative artistry even, in a measure, in the ""applied art"" products of a Henri van de Velde.",0.8225,0.103,0.0,0.897,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It is in the field of literature, naturally enough, that the contrast is resolved and integrated into a characteristic unity.",0.1779,0.086,0.0,0.914,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Very recently Professor A. J. Carnoy has definitely pointed out (4) the striking commixture of the realistic and imaginative elements in the work of the Flemish symbolists.,0.4019,0.094,0.0,0.906,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""The vision of the Flemings""--quoting from his own précis of his paper--""is very concrete, very exact in all details and gives a durable, real, and almost corporeal presence to the creations of the imagination.",0.5574,0.129,0.0,0.871,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"All these traits are exhibited in the reveries of the Flemish mystics, ancient and modern.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"One finds them also no less plainly in the poetic work of Belgian writers of the last generation: Maeterlinck, Verhaeren, Rodenbach, Van Lerberghe, Le Roy, Elskamp, etc.""",-0.296,0.0,0.078,0.922,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"If we take into account this composite attitude of the Flemish mind we shall be less surprised at the remarkable evolution of a poet-philosopher whose creations seem at first blush to bear no resemblance to the outward complexion of his own age; who seems as far removed temperamentally from his locality and time as were his lineal spiritual ancestors: the Dutchman Ruysbroeck, the Scandinavian Swedenborg, the German Novalis, and the American Emerson--and who in the zenith of his career stands forth as an ardent advocate of practical action while at the same time a firm believer in the transcendental.",0.8275,0.104,0.021,0.875,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Maeterlinck's romantic antipathy towards the main drift of the age was a phenomenon which at the dawn of our century could be observed in a great number of superior intelligences.,0.9217,0.382,0.0,0.618,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Those fugitives from the dun and sordid materialism of the day were likely to choose between two avenues of escape, according to their greater or lesser inner ruggedness.",0.4939,0.139,0.0,0.861,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
The more aggressive type would engage in multiform warfare for the reconstruction of life on sounder principles; whereas the more meditative professed a real or affected indifference to practical things and eschewed any participation in the world's struggle for progress.,0.1779,0.164,0.191,0.645,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
And of the quiescent rather than the insurgent variety of the romantic temper Maurice Maeterlinck was the foremost exponent.,-0.0258,0.12,0.124,0.756,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The ""romantic longing"" seems to have come into the world in the company of the Christian religion with which it shares its partly outspoken, partly implied repugnance for the battle of life.",0.296,0.134,0.101,0.765,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Romantic periods occur in the history of civilization whenever a sufficiently influential set of artistically minded persons have persuaded themselves that, in quite a literal sense of the colloquial phrase, they ""have no use"" for the world; a discovery which would still be true were it stated obversely.",0.7351,0.163,0.043,0.795,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The romantic world-view, thus fundamentally oriented by world-contempt, entails, at least in theory, the repudiation of all earthly joys--notably the joy of working--and the renouncement of all worldly ambition; it scorns the cooperative, social disposition, invites the soul to a progressive withdrawal into the inner ego, and ends in complete surrender to one sole aspiration: the search of the higher vision, the vision, that is, of things beyond their tangible reality.",0.8625,0.151,0.0,0.849,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"To such mystical constructions of the inner eye a certain group of German writers who flourished in the beginning of the nineteenth century and were known as the Romantics, darkly groped their way out of the confining realities of their own time.",0.6124,0.114,0.0,0.886,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The most modern spell of romanticism, the one through which our own generation was but yesterday passing, measures its difference from any previous romantic era by the difference between earlier states of culture and our own.",0.6858,0.142,0.0,0.858,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Life with us is conspicuously more assertive and aggressive in its social than in its individual expressions, which was by no means always so, and unless the romantic predisposition adapted itself to this important change it could not relate itself at all intimately to our interests.",0.3892,0.129,0.079,0.792,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Our study of Maeterlinck should help us, therefore, to discover possibly in the new romantic tendency some practical and vital bearings.",0.765,0.297,0.0,0.703,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
We find that in the new romanticism esthetic and philosophical impulses are inextricably mixed.,0.4939,0.198,0.0,0.802,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Hence the new movement is also playing an indispensable rôle in the modern re-foundation of art.,0.2023,0.107,0.0,0.893,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"For while acting as a wholesome offset to the so-called naturalism, in its firm refusal to limit inner life to the superficial realities, it at the same time combines with naturalism into a complete recoiling, both of the intellect and the emotions, from any commonplace, or pusillanimous, or mechanical practices of artistry.",0.4588,0.058,0.0,0.942,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"This latter-day romanticism, moreover, notwithstanding its sky-aspiring outstretch, is akin to naturalism in that, after all, it keeps its roots firmly grounded in the earth; that is to say, it seeks for its ulterior sanctions not in realms high beyond the self; rather it looks within for the ""blue flower"" of contentedness.",0.6808,0.101,0.0,0.899,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Already to the romantics of old the mystic road to happiness was not unknown.,0.7579,0.351,0.0,0.649,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It is, for instance, pointed by Novalis: ""Inward leads the mysterious way.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Within us or nowhere lies eternity with its worlds; within us or nowhere are the past and the future.""",0.3252,0.115,0.0,0.885,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Viewed separately from other elements of romanticism, this passion for retreating within the central ego is commonly referred to as mysticism; it has a strong hold on many among the moderns, and Maurice Maeterlinck to be properly understood has to be understood as the poet par excellence of modern mysticism.",0.9337,0.239,0.0,0.761,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"By virtue of this special office he deals mainly in concepts of the transcendental, which puzzles the ordinary person accustomed to perceive only material and ephemeral realities.",0.6705,0.18,0.0,0.82,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Maeterlinck holds that nothing matters that is not eternal and that what keeps us from enjoying the treasures of the universe is the hereditary resignation with which we tarry in the gloomy prison of our senses.,0.0067,0.14,0.184,0.676,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""In reality, we live only from soul to soul, and we are gods who do not know each other.""",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"(5) It follows from this metaphysical foundation of his art that instead of the grosser terminology suitable to plain realities, Maeterlinck must depend upon a code of subtle messages in order to establish between himself and his audience a line of spiritual communication.",-0.0772,0.0,0.031,0.969,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"This makes it somewhat difficult for people of cruder endowment to appreciate his meaning, a grievance from which in the beginning many of them sought redress in facile scoffing.",-0.6815,0.077,0.237,0.686,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Obtuse minds are prone to claim a right to fathom the profound meanings of genius with the same ease with which they expect to catch the meaning of a bill of fare or the daily stock market report.,0.3612,0.067,0.0,0.933,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It must be confessed, however, that even those to whom Maeterlinck's sphere of thought is not so utterly sealed, enter it with a sense of mixed perplexity and apprehension.",-0.4767,0.0,0.103,0.897,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"They feel themselves helplessly conducted through a world situated beyond the confines of their normal consciousness, and in this strange world everything that comes to pass appears at first extremely impracticable and unreal.",-0.5267,0.0,0.128,0.872,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The action seems ""wholly dissevered from common sense and ordinary uses;"" the figures behave otherwise than humans; the dialogue is ""poised on the edge of a precipice of bathos.""",0.25,0.069,0.0,0.931,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
It is clear that works so far out of the common have to be approached from the poet's own point of view.,0.3818,0.11,0.0,0.89,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""Let the reader move his standpoint one inch nearer the popular standpoint,"" thus we are warned by Mr. G. K. Chesterton, ""and his attitude towards the poet will be harsh, hostile, unconquerable mirth.""",-0.5859,0.071,0.193,0.736,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"There are some works that can be appreciated for their good story, even if we fail to realize the author's moral attitude, let alone to grasp the deeper content of his work.",0.1779,0.156,0.139,0.705,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""But if we take a play by Maeterlinck we shall find that unless we grasp the particular fairy thread of thought the poet rather lazily flings to us, we cannot grasp anything whatever.",0.4767,0.091,0.0,0.909,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Except from one extreme poetic point of view, the thing is not a play; it is not a bad play, it is a mass of clotted nonsense.",-0.4445,0.096,0.229,0.675,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
One whole act describes the lovers going to look for a ring in a distant cave when they both know they have dropped it down the well.,0.6705,0.193,0.0,0.807,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Seen from some secret window on some special side of the soul's turret, this might convey a sense of faerie futility in our human life.",0.4019,0.105,0.0,0.895,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
